SKU,BM per Item,Date
NI453HBAA470X9ANID-8179316,3182,2017-06-04
NI453HBAA4JHBIANID-8948971,5818,2017-06-04
NI453HBAA4JHBJANID-8948972,5909,2017-06-04
NI453HBAA4JHBKANID-8948973,4545,2017-06-04
NI453HBAA4XOT4ANID-9833735,8182,2017-06-04
NI453HBAA5UQPNANID-12104085,3909,2017-06-04
NI453HBAA5UQPPANID-12104087,5000,2017-06-04
NI453HBAA5UQPRANID-12104089,6000,2017-06-04
NI453HBAA5UQPTANID-12104091,5727,2017-06-04
NI453HBAA671KDANID-13944368,6000,2017-06-04
NI453HBAA671KEANID-13944369,13636,2017-06-04
NI453HBAA6WH9YANID-16871906,13173,2017-06-04
NI453HBAA6WHA0ANID-16871911,1647,2017-06-04
NI453HBAA6WHA3ANID-16871903,13173,2017-06-04
NI453HBAA6WHQDANID-16872769,1647,2017-06-04
NI453HBAA88SSKANID-19651658,7438,2017-06-04
NI453HBAA88SSLANID-19651659,9091,2017-06-04
NI453HBAA88SSMANID-19651660,18409,2017-06-04
NI453HBAA88SSNANID-19651661,7409,2017-06-04
NI453HBAA88SSOANID-19651662,7500,2017-06-04
NI453HBAA88SSQANID-19651656,27273,2017-06-04
NI453HBAA90V4TANID-21101286,6545,2017-06-04
NI453HBAADWWW4ANID-30673021,10000,2017-06-04
NI453HBABM80ANID-82729,6000,2017-06-04
NI453HBABM82ANID-82731,3636,2017-06-04
NI453HBABM89ANID-82738,2455,2017-06-04
NI453HBABM8BANID-82740,2455,2017-06-04
NI453HBABM8CANID-82741,2455,2017-06-04
NI453HBABM8FANID-82744,2182,2017-06-04
NI453HBAHHZ8ANID-369361,705,2017-06-04
NI453HBAHHZ9ANID-369362,705,2017-06-04
NI715HBAA3SCY1ANID-7296605,3136,2017-06-04
NI715HBAA3SCY3ANID-7296607,4023,2017-06-04
NI715HBAA3SCY4ANID-7296608,4023,2017-06-04
NI715HBAA3SD3GANID-7297093,705,2017-06-04
NI715HBAA3TLNBANID-7376614,3136,2017-06-04
NI715HBAA3TLNCANID-7376615,3409,2017-06-04
NI715HBAA3TLNMANID-7376625,705,2017-06-04
NI715HBAA470XAANID-8179317,705,2017-06-04
NI715HBAA470XBANID-8179318,705,2017-06-04
NI715HBAA6WH9VANID-16871908,13173,2017-06-04
OL719HB63PYUANID-49411,41700,2017-06-04
OL719HB65PYSANID-49409,41700,2017-06-04
OL719HB98QIZANID-49676,41700,2017-06-04
OL719HBAA3HWOQANID-6690856,41700,2017-06-04
OL719HBAA3HWOTANID-6690859,41700,2017-06-04
OL719HBAA3HWP6ANID-6690872,9500,2017-06-04
OL719HBAA8ZHRDANID-21028245,53500,2017-06-04
OL719HBAADS4CXANID-30389154,133265,2017-06-04
OL719HBAADS4CZANID-30389152,53500,2017-06-04
OL719HBAJ3KKANID-463986,41700,2017-06-04
PA722TBAA1XECRANID-3565272,127043,2017-06-04
PA722TBAA1XECSANID-3565273,127043,2017-06-04
PA722TBAA1XECTANID-3565274,127043,2017-06-04
PA722TBAA1XECXANID-3565278,86612,2017-06-04
PA722TBAA1XECYANID-3565279,86612,2017-06-04
PA722TBAA1XECZANID-3565280,86612,2017-06-04
PA722TBAA1XED0ANID-3565281,86612,2017-06-04
PA722TBAA1XED1ANID-3565282,64900,2017-06-04
PA722TBAA51FVYANID-10115638,9620,2017-06-04
PA722TBAA51FVZANID-10115639,77923,2017-06-04
PA722TBAA8ZQ14ANID-21040498,86576,2017-06-04
PA722TBAA8ZQ15ANID-21040499,86576,2017-06-04
PA722TBAA8ZQ16ANID-21040500,86576,2017-06-04
PA722TBBS4K3ANID-2090704,8651,2017-06-04
PA722TBBS4K6ANID-2090707,16200,2017-06-04
PA722TBBS4KDANID-2090714,31761,2017-06-04
PA722TBBS4KEANID-2090715,9620,2017-06-04
PA722TBBS4KFANID-2090716,31761,2017-06-04
PA722TBBS4KGANID-2090717,14435,2017-06-04
PA722TBBS4KHANID-2090718,31761,2017-06-04
PA722TBBS4KIANID-2090719,14435,2017-06-04
PA722TBBS4KJANID-2090720,8658,2017-06-04
PA722TBBS4KKANID-2090721,14435,2017-06-04
PA722TBBS4KLANID-2090722,14435,2017-06-04
PA775ELAAAF81CANID-23780195,563636,2017-06-04
PA780HB73TMSANID-55503,13000,2017-06-04
PA780HB76XETANID-54470,11000,2017-06-04
PA780HB77XESANID-54469,11000,2017-06-04
PA780HBAA5YQH6ANID-12653509,20500,2017-06-04
PA780HBAA6JLWXANID-15348025,14850,2017-06-04
PA780HBAA6JLWZANID-15348027,14850,2017-06-04
PA780HBAA6JN7YANID-15353027,14850,2017-06-04
PA780HBAA8ZHQ3ANID-21028198,20500,2017-06-04
PA780HBAA8ZHQ4ANID-21028199,20500,2017-06-04
PA780HBAADS4CVANID-30389150,43250,2017-06-04
PA780HBAADS4CWANID-30389151,43250,2017-06-04
PA780HBAC6PTANID-117696,13000,2017-06-04
PA780HBAC6PUANID-117697,13000,2017-06-04
PA780HBAC6PWANID-117699,11000,2017-06-04
PE831HLAA5PHDEANID-11590339,206550,2017-06-04
PO287TBAA74ABVANID-17449295,859,2017-06-04
PO287TBAA74ABWANID-17449296,936,2017-06-04
PO287TBAA74ABXANID-17449297,1016,2017-06-04
PO287TBAA74ABYANID-17449298,1227,2017-06-04
PO287TBAA74ABZANID-17449299,1288,2017-06-04
PO287TBAA74AC0ANID-17449300,2741,2017-06-04
PO287TBAA74AC1ANID-17449301,2463,2017-06-04
PO287TBAA74AC2ANID-17449302,2473,2017-06-04
PO287TBAA74AC3ANID-17449303,2484,2017-06-04
PO287TBAA74AC4ANID-17449304,2484,2017-06-04
PO287TBAA74AC5ANID-17449305,2484,2017-06-04
PO287TBAA74AC6ANID-17449306,2484,2017-06-04
PO287TBAA74AC7ANID-17449307,2484,2017-06-04
PO287TBAA74AC8ANID-17449308,2484,2017-06-04
PO287TBAA7P6J5ANID-18637924,10965,2017-06-04
PO287TBAA7P6J6ANID-18637923,9850,2017-06-04
PO287TBAA8ECDRANID-19946658,5153,2017-06-04
PO287TBAA8ECDSANID-19946659,5616,2017-06-04
PO287TBAA8ECDTANID-19946660,6095,2017-06-04
QL818FAAQVF2ANID-599282,751,2017-06-04
QL818FAAQVF3ANID-599283,2373,2017-06-04
SA548ELAJD9UANID-478419,16241,2017-06-04
SA678ELAD969ANID-178369,5218,2017-06-04
SA678ELAJD9TANID-478418,15332,2017-06-04
SA678HABHJNOANID-1525000,9136,2017-06-04
SA678HABHJNQANID-1525002,19818,2017-06-04
SA678HABYJG7ANID-2470712,10786,2017-06-04
SE574HAAA49VZBANID-8335767,8316,2017-06-04
SE574HAAA49W6DANID-8336038,16989,2017-06-04
SO097ELAL0JSANID-576398,15386,2017-06-04
SO097HAAA3B4R8ANID-6294555,13145,2017-06-04
SO097HAAA49VZCANID-8335768,12750,2017-06-04
WA362HB13BCGANID-36811,4545,2017-06-04
WA362HB14BCFANID-36810,4545,2017-06-04
WA362HB15BCEANID-36809,8509,2017-06-04
WA362HB16BCDANID-36808,8509,2017-06-04
WA362HBAA5NLQ2ANID-11458759,4091,2017-06-04
WA362HBAA5NLQ3ANID-11458760,7000,2017-06-04
WA362HBAA5NLQ5ANID-11458762,4091,2017-06-04
WA362HBAA5U5UZANID-12037363,6818,2017-06-04
WA362HBAA5U5V0ANID-12037364,4582,2017-06-04
WA362HBAA5U5V1ANID-12037365,4582,2017-06-04
WA362HBAA5U5V2ANID-12037366,4582,2017-06-04
WA362HBAA5U5V3ANID-12037367,4582,2017-06-04
WA362HBAA5U5V4ANID-12037368,4582,2017-06-04
WA362HBAA5U5V5ANID-12037369,4582,2017-06-04
WA362HBAA8QGP2ANID-20570295,2273,2017-06-04
WA362HBAA8QGP4ANID-20570283,2364,2017-06-04
WA362HBAA8QGP6ANID-20570285,4091,2017-06-04
WA362HBAA8QGP8ANID-20570287,4545,2017-06-04
WA362HBAA8QGP9ANID-20570298,2273,2017-06-04
WA362HBAA8QGPCANID-20570288,4091,2017-06-04
WA362HBAA8QGPEANID-20570290,2455,2017-06-04
WA362HBAA8QGPHANID-20570296,6818,2017-06-04
WA362HBAA8QGPJANID-20570301,4545,2017-06-04
WA362HBABISYANID-77883,4364,2017-06-04
WA362HBABIT1ANID-77886,4364,2017-06-04
WA362HBABIT3ANID-77888,4364,2017-06-04
WA362HBABIT4ANID-77889,4364,2017-06-04
WA362HBABIT7ANID-77892,4364,2017-06-04
WA362HBABIT8ANID-77893,4364,2017-06-04
WA362HBABIWNANID-78016,9382,2017-06-04
WA362HBABIWOANID-78017,9382,2017-06-04
WA362HBABIWPANID-78018,9382,2017-06-04
WA362HBABIWQANID-78019,9382,2017-06-04
WA362HBABIWRANID-78020,9382,2017-06-04
WA362HBABIWSANID-78021,8509,2017-06-04
WA362HBABIWTANID-78022,8509,2017-06-04
WA362HBABIWUANID-78023,8509,2017-06-04
WA362HBABIYIANID-78083,7418,2017-06-04
WA362HBABIYKANID-78085,7418,2017-06-04
WH712HLAA5PHD0ANID-11590325,4841,2017-06-04
WH712HLAA5PHD1ANID-11590326,4567,2017-06-04
WH712HLAA5PHD2ANID-11590327,4840,2017-06-04
WH712HLAA5PHD3ANID-11590328,4840,2017-06-04
WH712HLAA5PHD4ANID-11590329,4567,2017-06-04
WH712HLAA5PHD5ANID-11590330,4840,2017-06-04
WH712HLAA5PHDBANID-11590336,34251,2017-06-04
WH712HLAA670YMANID-13940605,34251,2017-06-04
WH712HLAA72GOKANID-17355300,9679,2017-06-04
WH712HLAA72GOLANID-17355301,9679,2017-06-04
WH712HLAA72GOMANID-17355302,9273,2017-06-04
WH712HLAA72GONANID-17355303,9679,2017-06-04
WH712HLAA72GOOANID-17355304,9679,2017-06-04
WH712HLAA72GOPANID-17355305,9679,2017-06-04
WH712HLAA92WIJANID-21215031,9134,2017-06-04
WH712HLAA92WIKANID-21215032,4840,2017-06-04
WH712HLAA92XMMANID-21216749,4636,2017-06-04
ZA500FAAA1T6OCANID-3330815,3900,2017-06-04
ZA500FAAA1T6OCANID-3330816,3900,2017-06-04
ZA500FAAA1T6OCANID-3330818,7900,2017-06-04
ZA500FAAA1T6ODANID-3330819,3900,2017-06-04
ZA500FAAA1T6ODANID-3330820,3900,2017-06-04
ZA500FAAA1T6ODANID-3330822,7900,2017-06-04
ZA500FAAA4JHGWANID-8949295,3890,2017-06-04
ZA500FAAA4WN3NANID-9771595,31537,2017-06-04
ZA500FAAA4WN3OANID-9771596,34900,2017-06-04
ZA500FAAA4WN3PANID-9771597,31873,2017-06-04
ZA500FAAA551T9ANID-10332891,1390,2017-06-04
ZA500FAAA57R11ANID-10492018,7090,2017-06-04
ZA500FAAA57R12ANID-10492019,7090,2017-06-04
ZA500FAAA57R13ANID-10492020,7090,2017-06-04
ZA500FAAA57R14ANID-10492021,7090,2017-06-04
ZA500FAAA57R18ANID-10492025,7090,2017-06-04
ZA500FAAA59S6IANID-10613524,4890,2017-06-04
ZA500FAAA59S6IANID-10613525,4890,2017-06-04
ZA500FAAA59S6IANID-10613526,4890,2017-06-04
ZA500FAAA59S6JANID-10613529,4890,2017-06-04
ZA500FAAA59S6JANID-10613530,4890,2017-06-04
ZA500FAAA59S6JANID-10613531,4890,2017-06-04
ZA500FAAA59S6JANID-10613532,4890,2017-06-04
ZA500FAAA59S6JANID-10613533,4890,2017-06-04
ZA500FAAA5E2LSANID-10892623,16090,2017-06-04
ZA500FAAA5E2LUANID-10892632,16090,2017-06-04
ZA500FAAA5E2LUANID-10892633,16090,2017-06-04
ZA500FAAA5E2LUANID-10892635,16090,2017-06-04
ZA500FAAA5E2LUANID-10892637,16090,2017-06-04
ZA500FAAA5YSDAANID-12666455,5090,2017-06-04
ZA500FAAA5YSDBANID-12666456,5090,2017-06-04
ZA500FAAA5YSDCANID-12666457,5090,2017-06-04
ZA500FAAA5YSDDANID-12666458,5090,2017-06-04
ZA500FAAA60CTXANID-13093390,9900,2017-06-04
ZA500FAAA60CTYANID-13093391,9090,2017-06-04
ZA500FAAA60CTZANID-13093392,9090,2017-06-04
ZA500FAAA60CU0ANID-13093393,10090,2017-06-04
ZA500FAAA60CU1ANID-13093394,10900,2017-06-04
ZA500FAAA60CU2ANID-13093395,10900,2017-06-04
ZA500FAAA60CU4ANID-13093397,21900,2017-06-04
ZA500FAAA60CU5ANID-13093398,35900,2017-06-04
ZA500FAAA60CU6ANID-13093399,23390,2017-06-04
ZA500FAAA60CU7ANID-13093400,35900,2017-06-04
ZA500FAAA60CU8ANID-13093401,16900,2017-06-04
ZA500FAAA60CU9ANID-13093402,16900,2017-06-04
ZA500FAAA60CUAANID-13093403,16900,2017-06-04
ZA500FAAA60CUBANID-13093404,7900,2017-06-04
ZA500FAAA60CUCANID-13093405,7900,2017-06-04
ZA500FAAA60CUDANID-13093406,24900,2017-06-04
ZA500FAAA60CUEANID-13093407,24900,2017-06-04
ZA500FAAA60CUFANID-13093425,24900,2017-06-04
ZA500FAAA60CUGANID-13093426,13900,2017-06-04
ZA500FAAA60CUHANID-13093427,13900,2017-06-04
ZA500FAAA60CUIANID-13093428,13900,2017-06-04
ZA500FAAA60CUJANID-13093429,32900,2017-06-04
ZA500FAAA60CUKANID-13093430,32900,2017-06-04
ZA500FAAA60CULANID-13093408,23090,2017-06-04
ZA500FAAA60CUQANID-13093413,16900,2017-06-04
ZA500FAAA60CURANID-13093414,4590,2017-06-04
ZA500FAAA60CUSANID-13093415,9900,2017-06-04
ZA500FAAA60CUTANID-13093416,4590,2017-06-04
ZA500FAAA60CUUANID-13093417,34900,2017-06-04
ZA500FAAA60CUVANID-13093418,34900,2017-06-04
ZA500FAAA60CUWANID-13093384,16900,2017-06-04
ZA500FAAA60CUYANID-13093386,31900,2017-06-04
ZA500FAAA60CUZANID-13093387,31900,2017-06-04
ZA500FAAA60CV0ANID-13093388,35900,2017-06-04
ZA500FAAA60CV1ANID-13093389,35900,2017-06-04
ZA500FAAA60CV2ANID-13093419,35900,2017-06-04
ZA500FAAA60CV3ANID-13093420,42900,2017-06-04
ZA500FAAA60CV4ANID-13093421,42900,2017-06-04
ZA500FAAA60CV5ANID-13093422,31900,2017-06-04
ZA500FAAA60CV6ANID-13093423,31900,2017-06-04
ZA500FAAA60CV7ANID-13093424,22090,2017-06-04
ZA500FAAA60CV8ANID-13093431,9900,2017-06-04
ZA500FAAA60CV9ANID-13093432,9900,2017-06-04
ZA500FAAA60CVBANID-13093434,33900,2017-06-04
ZA500FAAA60CVCANID-13093435,17900,2017-06-04
ZA500FAAA60CVEANID-13093437,98000,2017-06-04
ZA500FAAA60CVFANID-13093438,122000,2017-06-04
ZA500FAAA60CVHANID-13093440,16900,2017-06-04
ZA500FAAA60CVIANID-13093441,32900,2017-06-04
ZA500FAAA60CVJANID-13093442,32900,2017-06-04
ZA500FAAA688DGANID-14615291,4390,2017-06-04
ZA500FAAA688DKANID-14064837,4390,2017-06-04
ZA500FAAA688DKANID-14615310,4390,2017-06-04
ZA500FAAA688DKANID-14615311,4390,2017-06-04
ZA500FAAA688DKANID-14615312,4390,2017-06-04
ZA500FAAA688DKANID-14826112,4390,2017-06-04
ZA500FAAA688DLANID-14615314,4390,2017-06-04
ZA500FAAA688DMANID-14064832,4390,2017-06-04
ZA500FAAA688DMANID-14615283,4390,2017-06-04
ZA500FAAA688DMANID-14615284,4390,2017-06-04
ZA500FAAA688DMANID-14615285,4390,2017-06-04
ZA500FAAA688DMANID-14615286,4390,2017-06-04
ZA500FAAA688DNANID-14615294,7090,2017-06-04
ZA500FAAA688DNANID-14615295,7090,2017-06-04
ZA500FAAA688DOANID-14064834,7090,2017-06-04
ZA500FAAA688DOANID-14615303,7090,2017-06-04
ZA500FAAA688DOANID-14615304,7090,2017-06-04
ZA500FAAA688DOANID-14615305,7090,2017-06-04
ZA500FAAA688DPANID-14064835,7090,2017-06-04
ZA500FAAA688DPANID-14615306,7090,2017-06-04
ZA500FAAA688DPANID-14615307,7090,2017-06-04
ZA500FAAA688DPANID-14615308,7090,2017-06-04
ZA500FAAA688DPANID-14615309,7090,2017-06-04
ZA500FAAA6894KANID-14067390,2090,2017-06-04
ZA500FAAA6894NANID-14067393,5561,2017-06-04
ZA500FAAA6899XANID-14068802,70000,2017-06-04
ZA500FAAA6Y8LPANID-17009910,8590,2017-06-04
ZA500FAAA6Y8LQANID-17009911,8590,2017-06-04
ZA500FAAA6Y8LRANID-17009912,8590,2017-06-04
ZA500FAAA6Y8LYANID-17009899,10390,2017-06-04
ZA500FAAA6Y8LZANID-17009881,10390,2017-06-04
ZA500FAAA6Y8M0ANID-17009882,10390,2017-06-04
ZA500FAAA6Y8M1ANID-17009883,10390,2017-06-04
ZA500FAAA6Y8M2ANID-17009884,10390,2017-06-04
ZA500FAAA6Y8M3ANID-17009885,10390,2017-06-04
ZA500FAAA6Y8M4ANID-17009886,4390,2017-06-04
ZA500FAAA6Y8M5ANID-17009887,4390,2017-06-04
ZA500FAAA6Y8M6ANID-17009888,4390,2017-06-04
ZA500FAAA6Y8M7ANID-17009889,8590,2017-06-04
ZA500FAAA6Y8MAANID-17009900,6900,2017-06-04
ZA500FAAA6Y8MBANID-17009901,6900,2017-06-04
ZA500FAAA6Y8MCANID-17009902,6900,2017-06-04
ZA500FAAA6Y8MDANID-17009903,6900,2017-06-04
ZA500FAAA6Y8MGANID-17009891,7090,2017-06-04
ZA500FAAA6ZV90ANID-17158327,59900,2017-06-04
ZA500FAAA6ZV91ANID-17158328,31900,2017-06-04
ZA500FAAA700OTANID-17186947,9590,2017-06-04
ZA500FAAA700PIANID-17180017,9590,2017-06-04
ZA500FAAA700PIANID-17186948,9590,2017-06-04
ZA500FAAA8DKD6ANID-19907239,7590,2017-06-04
ZA500FAAA8DKD6ANID-19907240,7590,2017-06-04
ZA500FAAA8DKD6ANID-19907241,7590,2017-06-04
ZA500FAAA8DKD6ANID-19907242,7590,2017-06-04
ZA500FAAA8DKD6ANID-19907243,7590,2017-06-04
ZA500FAAA8DKD6ANID-19907244,7590,2017-06-04
ZA500FAAA8DKD8ANID-19907253,7090,2017-06-04
ZA500FAAA8DKD9ANID-19907296,7090,2017-06-04
ZA500FAAA8DKD9ANID-19907297,7090,2017-06-04
ZA500FAAA8DKD9ANID-19907298,7090,2017-06-04
ZA500FAAA8DKD9ANID-19907299,7090,2017-06-04
ZA500FAAA8DKD9ANID-19907300,7090,2017-06-04
ZA500FAAA8DKD9ANID-19907301,7090,2017-06-04
ZA500FAAA8DKD9ANID-19907302,7090,2017-06-04
ZA500FAAA8DKDAANID-19907303,4390,2017-06-04
ZA500FAAA8DKDAANID-19907304,4390,2017-06-04
ZA500FAAA8DKDAANID-19907305,4390,2017-06-04
ZA500FAAA8DKDAANID-19907306,4390,2017-06-04
ZA500FAAA8DKDAANID-19907307,4390,2017-06-04
ZA500FAAA8DKDAANID-19907308,4390,2017-06-04
ZA500FAAA8DKDBANID-19907310,4390,2017-06-04
ZA500FAAA8DKDBANID-19907311,4390,2017-06-04
ZA500FAAA8DKDBANID-19907312,4390,2017-06-04
ZA500FAAA8DKDBANID-19907313,4390,2017-06-04
ZA500FAAA8DKDBANID-19907314,4390,2017-06-04
ZA500FAAA8DKDBANID-19907315,4390,2017-06-04
ZA500FAAA8DKDBANID-19907316,4390,2017-06-04
ZA500FAAA8DKDCANID-19907260,4390,2017-06-04
ZA500FAAA8DKDDANID-19907261,3390,2017-06-04
ZA500FAAA8DKDEANID-19907262,12900,2017-06-04
ZA500FAAA8DKDFANID-19907263,8900,2017-06-04
ZA500FAAA8DKDIANID-19907266,8390,2017-06-04
ZA500FAAA8DKDJANID-19907267,8390,2017-06-04
ZA500FAAA8DKDKANID-19907268,8390,2017-06-04
ZA500FAAA8DKDLANID-19907269,8390,2017-06-04
ZA500FAAA8DKDMANID-19907270,11390,2017-06-04
ZA500FAAA8DKDNANID-19907271,11390,2017-06-04
ZA500FAAA8DKDPANID-19907273,8090,2017-06-04
ZA500FAAA8DKDQANID-19907274,8090,2017-06-04
ZA500FAAA8DKDRANID-19907275,1400,2017-06-04
ZA500FAAA8DKDSANID-19907341,12090,2017-06-04
ZA500FAAA8DKDSANID-19907342,12090,2017-06-04
ZA500FAAA8DKDSANID-19907343,12090,2017-06-04
ZA500FAAA8DKDSANID-19907344,12090,2017-06-04
ZA500FAAA8DKDSANID-19907345,12090,2017-06-04
ZA500FAAA8DKDSANID-19907346,12090,2017-06-04
ZA500FAAA8DKDTANID-19907348,10900,2017-06-04
ZA500FAAA8DKDTANID-19907349,10900,2017-06-04
ZA500FAAA8DKDTANID-19907350,10900,2017-06-04
ZA500FAAA8DKDTANID-19907351,10900,2017-06-04
ZA500FAAA8DKDTANID-19907352,10900,2017-06-04
ZA500FAAA8DKDUANID-19907356,12900,2017-06-04
ZA500FAAA8DKDUANID-19907357,12900,2017-06-04
ZA500FAAA8DKDUANID-19907358,12900,2017-06-04
ZA500FAAA8DKDUANID-19907359,12900,2017-06-04
ZA500FAAA8DKDVANID-19907276,5900,2017-06-04
ZA500FAAA8DKDVANID-19907277,5900,2017-06-04
ZA500FAAA8DKDVANID-19907278,5900,2017-06-04
ZA500FAAA8DKDVANID-19907279,5900,2017-06-04
ZA500FAAA8DKDVANID-19907280,5900,2017-06-04
ZA500FAAA8DKDWANID-19907281,5900,2017-06-04
ZA500FAAA8DKDWANID-19907282,5900,2017-06-04
ZA500FAAA8DKDWANID-19907283,5900,2017-06-04
ZA500FAAA8DKDWANID-19907284,5900,2017-06-04
ZA500FAAA8DKDWANID-19907285,5900,2017-06-04
ZA500FAAA8DKDXANID-19907286,5900,2017-06-04
ZA500FAAA8DKDXANID-19907287,5900,2017-06-04
ZA500FAAA8DKDXANID-19907288,5900,2017-06-04
ZA500FAAA8DKDXANID-19907289,5900,2017-06-04
ZA500FAAA8DKDXANID-19907290,5900,2017-06-04
ZA500FAAA8DKDYANID-19907291,5900,2017-06-04
ZA500FAAA8DKDYANID-19907292,5900,2017-06-04
ZA500FAAA8DKDYANID-19907293,5900,2017-06-04
ZA500FAAA8DKDYANID-19907294,5900,2017-06-04
ZA500FAAA8DKDYANID-19907295,5900,2017-06-04
ZA500FAAA8DKDZANID-19907318,2590,2017-06-04
ZA500FAAA8DKDZANID-19907319,2590,2017-06-04
ZA500FAAA8DKDZANID-19907320,2590,2017-06-04
ZA500FAAA8DKDZANID-19907321,2590,2017-06-04
ZA500FAAA8DKDZANID-19907322,2590,2017-06-04
ZA500FAAA8DKE0ANID-19907325,2590,2017-06-04
ZA500FAAA8DKE0ANID-19907326,2590,2017-06-04
ZA500FAAA8DKE0ANID-19907327,2590,2017-06-04
ZA500FAAA8DKE0ANID-19907328,2590,2017-06-04
ZA500FAAA8DKE0ANID-19907329,2590,2017-06-04
ZA500FAAA8DKE1ANID-19907331,5900,2017-06-04
ZA500FAAA8DKE1ANID-19907332,5900,2017-06-04
ZA500FAAA8DKE1ANID-19907333,5900,2017-06-04
ZA500FAAA8DKE1ANID-19907334,5900,2017-06-04
ZA500FAAA8DKE1ANID-19907335,5900,2017-06-04
ZA500FAAA8DKE2ANID-19907336,5900,2017-06-04
ZA500FAAA8DKE2ANID-19907337,5900,2017-06-04
ZA500FAAA8DKE2ANID-19907338,5900,2017-06-04
ZA500FAAA8DKE2ANID-19907339,5900,2017-06-04
ZA500FAAA8DKE2ANID-19907340,5900,2017-06-04
ZA500FAAA8DKE3ANID-19907381,12900,2017-06-04
ZA500FAAA8DKE3ANID-19907382,12900,2017-06-04
ZA500FAAA8DKE3ANID-19907383,12900,2017-06-04
ZA500FAAA8DKE3ANID-19907384,12900,2017-06-04
ZA500FAAA8DKE3ANID-19907385,12900,2017-06-04
ZA500FAAA8DKE4ANID-19907386,12900,2017-06-04
ZA500FAAA8DKE4ANID-19907387,12900,2017-06-04
ZA500FAAA8DKE4ANID-19907388,12900,2017-06-04
ZA500FAAA8DKE4ANID-19907389,12900,2017-06-04
ZA500FAAA8DKE4ANID-19907390,12900,2017-06-04
ZA500FAAA8DKE5ANID-19907391,890,2017-06-04
ZA500FAAA8DKE6ANID-19907392,890,2017-06-04
ZA500FAAA8DKE7ANID-19907393,890,2017-06-04
ZA500FAAA8DKE8ANID-19907394,890,2017-06-04
ZA500FAAA8DKE9ANID-19907395,4390,2017-06-04
ZA500FAAA8DKEAANID-19907396,4390,2017-06-04
ZA500FAAA8DKEBANID-19907397,4390,2017-06-04
ZA500FAAA8DKECANID-19907218,4390,2017-06-04
ZA500FAAA8DKECANID-19907219,4390,2017-06-04
ZA500FAAA8DKECANID-19907220,4390,2017-06-04
ZA500FAAA8DKECANID-19907221,4390,2017-06-04
ZA500FAAA8DKECANID-19907222,4390,2017-06-04
ZA500FAAA8DKECANID-19907223,4390,2017-06-04
ZA500FAAA8DKECANID-19907224,4390,2017-06-04
ZA500FAAA8DKEDANID-19907225,4390,2017-06-04
ZA500FAAA8DKEDANID-19907226,4390,2017-06-04
ZA500FAAA8DKEDANID-19907227,4390,2017-06-04
ZA500FAAA8DKEDANID-19907228,4390,2017-06-04
ZA500FAAA8DKEDANID-19907229,4390,2017-06-04
ZA500FAAA8DKEDANID-19907230,4390,2017-06-04
ZA500FAAA8DKEDANID-19907231,4390,2017-06-04
ZA500FAAA8DKEEANID-19907232,7900,2017-06-04
ZA500FAAA8DKEEANID-19907233,7900,2017-06-04
ZA500FAAA8DKEEANID-19907234,7900,2017-06-04
ZA500FAAA8DKEEANID-19907235,7900,2017-06-04
ZA500FAAA8DKEEANID-19907236,7900,2017-06-04
ZA500FAAA8DKEEANID-19907237,7900,2017-06-04
ZA500FAAA8DKEEANID-19907238,7900,2017-06-04
ZA500FAAA8DKEFANID-19907360,12090,2017-06-04
ZA500FAAA8DKEFANID-19907361,12090,2017-06-04
ZA500FAAA8DKEFANID-19907362,12090,2017-06-04
ZA500FAAA8DKEFANID-19907363,12090,2017-06-04
ZA500FAAA8DKEFANID-19907364,12090,2017-06-04
ZA500FAAA8DKEGANID-19907368,12090,2017-06-04
ZA500FAAA8DKEGANID-19907369,12090,2017-06-04
ZA500FAAA8DKEGANID-19907370,12090,2017-06-04
ZA500FAAA8DKEGANID-19907371,12090,2017-06-04
ZA500FAAA8DKEHANID-19907374,12090,2017-06-04
ZA500FAAA8DKEHANID-19907375,12090,2017-06-04
ZA500FAAA8DKEHANID-19907376,12090,2017-06-04
ZA500FAAA8DKEHANID-19907377,12090,2017-06-04
ZA500FAAA8DKEHANID-19907378,12090,2017-06-04
ZA500FAAA8DKEHANID-19907379,12090,2017-06-04
ZA500FAAA8DKEHANID-19907380,12090,2017-06-04
ZA500FAAA8DKEIANID-19907398,7090,2017-06-04
ZA500FAAA8DKEIANID-19907399,7090,2017-06-04
ZA500FAAA8DKEIANID-19907400,7090,2017-06-04
ZA500FAAA8DKEIANID-19907401,7090,2017-06-04
ZA500FAAA8DKEIANID-19907402,7090,2017-06-04
ZA500FAAA8DKEJANID-19907406,7090,2017-06-04
ZA500FAAA8DKEJANID-19907408,7090,2017-06-04
ZA500FAAA8DKEJANID-19907409,7090,2017-06-04
ZA500FAAA8DKEKANID-19907412,9390,2017-06-04
ZA500FAAA8DKEKANID-19907413,9390,2017-06-04
ZA500FAAA8DKEKANID-19907414,9390,2017-06-04
ZA500FAAA8DKEKANID-19907415,9390,2017-06-04
ZA500FAAA8DKEKANID-19907416,9390,2017-06-04
ZA500FAAA8DKELANID-19907417,9390,2017-06-04
ZA500FAAA8DKELANID-19907418,9390,2017-06-04
ZA500FAAA8DKELANID-19907419,9390,2017-06-04
ZA500FAAA8DKELANID-19907420,9390,2017-06-04
ZA500FAAA8DKELANID-19907421,9390,2017-06-04
ZA500FAAA96P09ANID-21427068,18400,2017-06-04
ZA500FAAA96P09ANID-21427069,18400,2017-06-04
